time,vehicle_id,longitude,latitude,angle,vehicle_type,speed_mps,position_on_lane,lane,slope
549.0,car_002,77.679287,12.929830,77.17,car,16.61,115.21,1214433053_0,0.00
549.0,car_003,77.683850,12.931737,76.74,car,16.36,64.54,36962151#7_0,0.00
549.0,car_004,77.683054,12.931093,1.36,car,15.92,17.64,36962151#3_0,0.00
549.0,car_005,77.681687,12.930247,82.99,car,16.61,85.81,1214433052#4_0,0.00
549.0,car_006,77.678386,12.930717,346.07,car,9.45,33.83,-490290342_0,0.00
549.0,car_007,77.676330,12.929915,356.73,car,8.65,30.05,:cluster_274569309_274570242_4_0,0.00
549.0,car_008,77.678431,12.930405,166.04,car,0.00,35.59,490290343_0,0.00
549.0,car_009,77.678294,12.930806,103.17,car,5.57,65.79,-25187665#1_0,0.00
549.0,car_010,77.678017,12.930886,277.61,car,3.88,31.41,25187665#1_0,0.00
549.0,truck_001,77.666297,12.921281,60.69,truck,11.74,1.78,230182006#0_0,0.00
549.0,truck_002,77.651493,12.924362,100.54,truck,12.91,433.93,379308034_0,0.00
549.0,truck_003,77.639290,12.916302,69.28,truck,13.50,458.79,380707230#2_0,0.00
550.0,bike_001,77.682145,12.930298,82.99,motorcycle,15.59,135.87,1214433052#4_0,0.00
550.0,bike_002,77.674757,12.925308,62.26,motorcycle,15.13,77.61,1146865108#5_1,0.00
550.0,bike_003,77.677855,12.931004,319.28,motorcycle,3.05,53.77,25187665#1_0,0.00
550.0,bike_004,77.677900,12.930953,319.28,motorcycle,3.47,46.30,25187665#1_0,0.00
550.0,bike_005,77.678463,12.930377,5.01,motorcycle,8.51,5.70,:4824673767_10_0,0.00
550.0,bus_001,77.673974,12.924916,64.69,bus,13.55,43.01,1146865108#3_1,0.00
550.0,bus_002,77.660601,12.921864,103.79,bus,13.54,604.35,377105485_1,0.00
550.0,bus_003,77.644507,12.921607,38.57,bus,13.85,241.79,377125912#3_0,0.00
550.0,car_001,77.686224,12.931612,101.78,car,16.29,6.11,:961816867_6_0,0.00
550.0,car_002,77.679429,12.929860,77.19,car,15.79,0.42,:7328379200_7_0,0.00
550.0,car_003,77.684000,12.931752,84.89,car,16.35,80.90,36962151#7_0,0.00
550.0,car_004,77.683059,12.931233,1.36,car,15.52,33.16,36962151#3_0,0.00
550.0,car_005,77.681828,12.930263,82.99,car,15.49,101.30,1214433052#4_0,0.00
550.0,car_006,77.678364,12.930779,338.45,car,7.33,6.57,:1387622103_4_0,0.00
550.0,car_007,77.676372,12.929979,40.00,car,8.83,38.87,:cluster_274569309_274570242_4_0,0.00
550.0,car_008,77.678431,12.930405,166.04,car,0.00,35.59,490290343_0,0.00
550.0,car_009,77.678332,12.930778,128.40,car,5.31,5.27,:1387622103_6_0,0.00
550.0,car_010,77.677979,12.930903,294.39,car,4.54,35.94,25187665#1_0,0.00
550.0,truck_001,77.666391,12.921346,54.14,truck,12.56,14.34,230182006#0_0,0.00
550.0,truck_002,77.651611,12.924339,100.54,truck,13.05,446.99,379308034_0,0.00
550.0,truck_003,77.639410,12.916346,68.83,truck,13.84,472.62,380707230#2_0,0.00
551.0,bike_001,77.682289,12.930314,82.99,motorcycle,15.79,151.66,1214433052#4_0,0.00
551.0,bike_002,77.674872,12.925366,62.26,motorcycle,13.98,91.59,1146865108#5_1,0.00
551.0,bike_003,77.677832,12.931032,319.28,motorcycle,3.97,57.73,25187665#1_0,0.00
551.0,bike_004,77.677877,12.930979,319.28,motorcycle,3.78,50.08,25187665#1_0,0.00
551.0,bike_005,77.678451,12.930448,346.07,motorcycle,7.97,3.23,-490290342_0,0.00
551.0,bus_001,77.674092,12.924959,68.85,bus,13.76,9.93,:11070754936_3_1,0.00
551.0,bus_002,77.660722,12.921833,103.79,bus,13.58,617.93,377105485_1,0.00
551.0,bus_003,77.644586,12.921702,38.57,bus,13.65,255.44,377125912#3_0,0.00
551.0,car_001,77.686337,12.931586,103.51,car,12.60,4.51,760109415#5_0,0.00
551.0,car_002,77.679572,12.929889,77.49,car,15.86,1.86,1214433052#1_0,0.00
551.0,car_003,77.684150,12.931764,84.89,car,16.29,97.19,36962151#7_0,0.00
551.0,car_004,77.683065,12.931379,1.41,car,16.23,49.39,36962151#3_0,0.00
551.0,car_005,77.681970,12.930279,82.99,car,15.49,116.79,1214433052#4_0,0.00
551.0,car_006,77.678314,12.930829,305.20,car,8.00,14.57,:1387622103_4_0,0.00
551.0,car_007,77.676456,12.929998,81.32,car,9.47,2.50,-367594184#3_0,0.00
551.0,car_008,77.678434,12.930397,164.22,car,0.87,0.77,:4824673767_7_0,0.00
551.0,car_009,77.678356,12.930716,162.89,car,7.41,0.19,490290343_0,0.00
551.0,car_010,77.677945,12.930921,297.06,car,4.19,40.14,25187665#1_0,0.00
551.0,truck_001,77.666491,12.921415,54.19,truck,13.27,27.60,230182006#0_0,0.00
551.0,truck_002,77.651729,12.924316,100.54,truck,13.07,460.05,379308034_0,0.00
551.0,truck_003,77.639528,12.916390,68.69,truck,13.65,486.28,380707230#2_0,0.00
552.0,bike_001,77.682432,12.930330,82.99,motorcycle,15.61,167.27,1214433052#4_0,0.00
552.0,bike_002,77.674991,12.925426,62.26,motorcycle,14.59,106.18,1146865108#5_1,0.00
552.0,bike_003,77.677815,12.931052,319.28,motorcycle,2.88,60.61,25187665#1_0,0.00
552.0,bike_004,77.677859,12.931001,319.28,motorcycle,3.15,53.23,25187665#1_0,0.00
552.0,bike_005,77.678430,12.930536,346.07,motorcycle,10.02,13.25,-490290342_0,0.00
552.0,bus_001,77.674201,12.925022,58.90,bus,13.72,9.34,1146865108#5_1,0.00
552.0,bus_002,77.660830,12.921776,103.79,bus,13.67,631.60,377105485_0,0.00
552.0,bus_003,77.644665,12.921798,38.57,bus,13.62,269.07,377125912#3_0,0.00
552.0,car_001,77.686416,12.931567,103.51,car,8.87,13.38,760109415#5_0,0.00
552.0,car_002,77.679722,12.929919,77.97,car,16.60,18.46,1214433052#1_0,0.00
552.0,car_003,77.684293,12.931771,86.77,car,15.56,112.75,36962151#7_0,0.00
552.0,car_004,77.683113,12.931509,44.50,car,16.40,4.22,:12059211981_3_0,0.00
552.0,car_005,77.682120,12.930295,82.99,car,16.39,133.17,1214433052#4_0,0.00
552.0,car_006,77.678280,12.930839,287.99,car,3.90,2.40,25187665#1_0,0.00
552.0,car_007,77.676556,12.929999,88.52,car,10.86,13.36,-367594184#3_0,0.00
552.0,car_008,77.678448,12.930371,153.48,car,3.33,4.10,:4824673767_7_0,0.00
552.0,car_009,77.678376,12.930634,166.04,car,9.29,9.48,490290343_0,0.00
552.0,car_010,77.677911,12.930940,298.77,car,4.31,44.45,25187665#1_0,0.00
552.0,truck_001,77.666595,12.921484,55.36,truck,13.78,41.38,230182006#0_0,0.00
552.0,truck_002,77.651847,12.924293,100.54,truck,13.07,473.12,379308034_0,0.00
552.0,truck_003,77.639643,12.916444,63.45,truck,13.85,500.13,380707230#2_0,0.00
553.0,bike_001,77.682573,12.930345,82.99,motorcycle,15.42,182.70,1214433052#4_0,0.00
553.0,bike_002,77.675109,12.925485,61.62,motorcycle,14.46,3.11,1146865108#11_1,0.00
553.0,bike_003,77.677805,12.931063,319.28,motorcycle,1.70,62.31,25187665#1_0,0.00
553.0,bike_004,77.677834,12.931030,319.28,motorcycle,4.23,57.46,25187665#1_0,0.00
553.0,bike_005,77.678402,12.930648,346.07,motorcycle,12.81,26.06,-490290342_0,0.00
553.0,bus_001,77.674309,12.925083,59.46,bus,13.51,22.85,1146865108#5_1,0.00
553.0,bus_002,77.660966,12.921772,103.79,bus,13.71,645.31,377105485_1,0.00
553.0,bus_003,77.644751,12.921885,44.10,bus,13.41,282.47,377125912#3_0,0.00
553.0,car_001,77.686463,12.931555,103.51,car,5.23,18.61,760109415#5_0,0.00
553.0,car_002,77.679871,12.929949,77.97,car,16.56,35.02,1214433052#1_0,0.00
553.0,car_003,77.684440,12.931776,87.92,car,16.03,128.78,36962151#7_0,0.00
553.0,car_004,77.683242,12.931578,67.44,car,16.03,8.56,:429783956_3_0,0.00
553.0,car_005,77.682271,12.930312,82.97,car,16.49,149.66,1214433052#4_0,0.00
553.0,car_006,77.678246,12.930847,283.19,car,3.70,6.10,25187665#1_0,0.00
553.0,car_007,77.676671,12.930001,88.52,car,12.53,25.89,-367594184#3_0,0.00
553.0,car_008,77.678494,12.930357,103.76,car,5.38,9.47,:4824673767_7_0,0.00
553.0,car_009,77.678398,12.930541,166.04,car,10.63,20.11,490290343_0,0.00
553.0,car_010,77.677889,12.930965,317.08,car,3.69,48.14,25187665#1_0,0.00
553.0,truck_001,77.666709,12.921537,64.36,truck,13.63,55.01,230182006#0_0,0.00
553.0,truck_002,77.651963,12.924271,100.54,truck,12.95,486.07,379308034_0,0.00
553.0,truck_003,77.639755,12.916498,63.45,truck,13.50,513.63,380707230#2_0,0.00
554.0,bike_001,77.682707,12.930360,82.99,motorcycle,14.57,197.27,1214433052#4_0,0.00
554.0,bike_002,77.675233,12.925548,62.25,motorcycle,15.13,18.24,1146865108#11_1,0.00
554.0,bike_003,77.677782,12.931077,290.54,motorcycle,3.06,0.14,:3141475567_9_0,0.00
554.0,bike_004,77.677830,12.931034,319.28,motorcycle,0.56,58.02,25187665#1_0,0.00
554.0,bike_005,77.678380,12.930738,343.49,motorcycle,10.23,1.70,:1387622103_4_0,0.00
554.0,bus_001,77.674419,12.925138,62.25,bus,13.44,36.28,1146865108#5_1,0.00
554.0,bus_002,77.661088,12.921741,103.79,bus,13.66,658.96,377105485_1,0.00
554.0,bus_003,77.644841,12.921972,44.60,bus,13.70,296.18,377125912#3_0,0.00
554.0,car_001,77.686531,12.931560,75.00,car,7.70,6.14,:1694231590_3_0,0.00
554.0,car_002,77.680013,12.929977,77.97,car,15.75,50.77,1214433052#1_0,0.00
554.0,car_003,77.684587,12.931780,87.92,car,15.96,144.74,36962151#7_0,0.00
554.0,car_004,77.683387,12.931625,71.48,car,16.64,12.70,36962151#7_0,0.00
554.0,car_005,77.682414,12.930328,82.99,car,15.62,165.28,1214433052#4_0,0.00
554.0,car_006,77.678216,12.930855,283.19,car,3.37,9.47,25187665#1_0,0.00
554.0,car_007,77.676802,12.930003,88.52,car,14.21,40.10,-367594184#3_0,0.00
554.0,car_008,77.678561,12.930378,68.79,car,7.67,1.35,:274570292_3_0,0.00
554.0,car_009,77.678417,12.930463,166.04,car,8.78,28.89,490290343_0,0.00
554.0,car_010,77.677866,12.930992,319.28,car,3.84,51.98,25187665#1_0,0.00
554.0,truck_001,77.666823,12.921590,64.36,truck,13.72,68.73,230182006#0_0,0.00
554.0,truck_002,77.652081,12.924247,101.06,truck,13.04,499.11,379308034_0,0.00
554.0,truck_003,77.639864,12.916558,59.32,truck,13.55,527.18,380707230#2_0,0.00
555.0,bike_001,77.682839,12.930375,82.99,motorcycle,14.48,211.75,1214433052#4_0,0.00
555.0,bike_002,77.675345,12.925604,62.25,motorcycle,13.60,31.83,1146865108#11_1,0.00
555.0,bike_003,77.677774,12.931055,180.44,motorcycle,3.12,0.03,-25187665#1_0,0.00
555.0,bike_004,77.677812,12.931054,319.28,motorcycle,3.00,61.02,25187665#1_0,0.00
555.0,bike_005,77.678338,12.930814,313.87,motorcycle,9.72,11.42,:1387622103_4_0,0.00
555.0,bus_001,77.674529,12.925193,62.26,bus,13.49,49.77,1146865108#5_1,0.00
555.0,bus_002,77.661211,12.921710,103.79,bus,13.84,672.80,377105485_1,0.00
555.0,bus_003,77.644931,12.922055,46.44,bus,13.65,8.70,:cluster_2385141385_650141020_10_0,0.00
555.0,car_001,77.686598,12.931607,51.56,car,8.97,5.30,693004202_1,0.00
555.0,car_002,77.680154,12.930005,77.97,car,15.63,66.40,1214433052#1_0,0.00
555.0,car_003,77.684731,12.931781,89.03,car,15.61,12.13,:429783966_9_0,0.00
555.0,car_004,77.683526,12.931666,75.49,car,15.73,28.44,36962151#7_0,0.00
555.0,car_005,77.682559,12.930344,82.99,car,15.86,181.15,1214433052#4_0,0.00
555.0,car_006,77.678185,12.930862,283.19,car,3.54,13.01,25187665#1_0,0.00
555.0,car_007,77.676945,12.930005,88.52,car,15.55,55.66,-367594184#3_0,0.00
555.0,car_008,77.678650,12.930391,89.02,car,9.90,0.34,1214433053_0,0.00
555.0,car_009,77.678427,12.930423,166.04,car,4.59,33.48,490290343_0,0.00
555.0,car_010,77.677858,12.931001,319.28,car,1.36,53.33,25187665#1_0,0.00
555.0,truck_001,77.666935,12.921641,64.36,truck,13.51,82.24,230182006#0_0,0.00
555.0,truck_002,77.652196,12.924224,101.06,truck,12.82,511.93,379308034_0,0.00
555.0,truck_003,77.639974,12.916621,59.30,truck,13.83,541.01,380707230#2_0,0.00
556.0,bike_001,77.682970,12.930389,82.99,motorcycle,14.28,226.03,1214433052#4_0,0.00
556.0,bike_002,77.675468,12.925666,62.25,motorcycle,15.03,46.87,1146865108#11_1,0.00
556.0,bike_003,77.677799,12.931025,139.27,motorcycle,4.30,4.33,-25187665#1_0,0.00
556.0,bike_004,77.677785,12.931077,298.07,motorcycle,4.02,1.25,:3141475567_2_0,0.00
556.0,bike_005,77.678300,12.930834,293.12,motorcycle,4.72,0.07,25187665#1_0,0.00
556.0,bus_001,77.674639,12.925249,62.26,bus,13.44,63.21,1146865108#5_1,0.00
556.0,bus_002,77.661332,12.921680,103.79,bus,13.57,686.37,377105485_1,0.00
556.0,bus_003,77.645023,12.922137,47.13,bus,13.65,0.94,377125912#6_0,0.00
556.0,car_001,77.686682,12.931670,51.56,car,11.43,16.73,693004202_1,0.00
556.0,car_002,77.680304,12.930035,77.97,car,16.58,82.98,1214433052#1_0,0.00
556.0,car_003,77.684875,12.931780,90.18,car,15.65,13.58,760109415#0_0,0.00
556.0,car_004,77.683670,12.931697,76.74,car,15.99,44.43,36962151#7_0,0.00
556.0,car_005,77.682707,12.930360,82.99,car,16.22,197.36,1214433052#4_0,0.00
556.0,car_006,77.678153,12.930867,279.41,car,3.45,16.46,25187665#1_0,0.00
556.0,car_007,77.677097,12.930012,86.28,car,16.43,1.61,-367594184#2_0,0.00
556.0,car_008,77.678744,12.930341,129.75,car,12.18,12.52,1214433053_0,0.00
556.0,car_009,77.678452,12.930368,148.81,car,6.84,4.62,:4824673767_7_0,0.00
556.0,car_010,77.677843,12.931019,319.28,car,2.54,55.87,25187665#1_0,0.00
556.0,truck_001,77.667049,12.921693,64.36,truck,13.62,95.86,230182006#0_0,0.00
556.0,truck_002,77.652312,12.924201,101.06,truck,12.87,524.80,379308034_0,0.00
556.0,truck_003,77.640077,12.916692,53.64,truck,13.62,554.64,380707230#2_0,0.00
557.0,bike_001,77.683033,12.930490,3.12,motorcycle,14.53,240.56,1214433052#4_0,0.00
557.0,bike_002,77.675593,12.925728,62.29,motorcycle,15.20,62.07,1146865108#11_1,0.00
557.0,bike_003,77.677816,12.931005,139.27,motorcycle,2.86,7.19,-25187665#1_0,0.00
557.0,bike_004,77.677775,12.931053,170.48,motorcycle,3.77,0.35,-25187665#1_0,0.00
557.0,bike_005,77.678249,12.930847,283.19,motorcycle,5.74,5.81,25187665#1_0,0.00
557.0,bus_001,77.674751,12.925305,62.26,bus,13.63,76.85,1146865108#5_1,0.00
557.0,bus_002,77.661456,12.921649,103.79,bus,13.88,700.26,377105485_1,0.00
557.0,bus_003,77.645113,12.922220,46.27,bus,13.37,14.31,377125912#6_0,0.00
557.0,car_001,77.686776,12.931753,46.61,car,13.75,30.47,693004202_1,0.00
557.0,car_002,77.680451,12.930064,77.97,car,16.26,99.24,1214433052#1_0,0.00
557.0,car_003,77.685018,12.931778,90.18,car,15.52,29.10,760109415#0_0,0.00
557.0,car_004,77.683816,12.931730,76.74,car,16.26,60.69,36962151#7_0,0.00
557.0,car_005,77.682851,12.930376,82.99,car,15.70,213.06,1214433052#4_0,0.00
557.0,car_006,77.678123,12.930871,277.61,car,3.32,19.78,25187665#1_0,0.00
557.0,car_007,77.677245,12.930023,85.18,car,16.19,17.80,-367594184#2_0,0.00
557.0,car_008,77.678787,12.930225,159.81,car,13.74,26.27,1214433053_0,0.00
557.0,car_009,77.678522,12.930363,80.55,car,8.06,12.68,:4824673767_7_0,0.00
557.0,car_010,77.677817,12.931049,319.28,car,4.34,60.21,25187665#1_0,0.00
557.0,truck_001,77.667162,12.921745,64.36,truck,13.52,109.38,230182006#0_0,0.00
557.0,truck_002,77.652427,12.924177,101.06,truck,12.84,537.64,379308034_0,0.00
557.0,truck_003,77.640178,12.916768,52.03,truck,13.73,568.37,380707230#2_0,0.00
558.0,bike_001,77.683039,12.930638,1.37,motorcycle,16.40,256.97,1214433052#4_0,0.00
558.0,bike_002,77.675704,12.925782,63.60,motorcycle,13.42,75.48,1146865108#11_1,0.00
558.0,bike_003,77.677840,12.930977,139.27,motorcycle,4.07,11.25,-25187665#1_0,0.00
558.0,bike_004,77.677786,12.931040,139.27,motorcycle,1.81,2.16,-25187665#1_0,0.00
558.0,bike_005,77.678219,12.930854,283.19,motorcycle,3.33,9.13,25187665#1_0,0.00
558.0,bus_001,77.674864,12.925362,62.26,bus,13.74,90.59,1146865108#5_1,0.00
558.0,bus_002,77.661580,12.921617,103.79,bus,13.85,714.11,377105485_1,0.00
558.0,bus_003,77.645203,12.922302,46.27,bus,13.38,27.69,377125912#6_0,0.00
558.0,car_001,77.686878,12.931845,46.61,car,15.08,45.55,693004202_1,0.00
558.0,car_002,77.680592,12.930092,77.98,car,15.65,11.71,:12956054087_3_0,0.00
558.0,car_003,77.685168,12.931776,90.18,car,16.31,45.41,760109415#0_0,0.00
558.0,car_004,77.683962,12.931749,84.89,car,16.07,76.76,36962151#7_0,0.00
558.0,car_005,77.682987,12.930391,82.99,car,14.90,227.97,1214433052#4_0,0.00
558.0,car_006,77.678083,12.930877,277.61,car,4.36,24.13,25187665#1_0,0.00
558.0,car_007,77.677397,12.930034,85.18,car,16.57,34.36,-367594184#2_0,0.00
558.0,car_008,77.678836,12.930090,159.81,car,15.82,42.09,1214433053_0,0.00
558.0,car_009,77.678592,12.930388,69.27,car,8.05,4.94,:274570292_3_0,0.00
558.0,car_010,77.677800,12.931068,319.28,car,2.82,63.03,25187665#1_0,0.00
558.0,truck_001,77.667276,12.921797,64.36,truck,13.73,123.12,230182006#0_0,0.00
558.0,truck_002,77.652542,12.924154,101.06,truck,12.79,550.43,379308034_0,0.00
558.0,truck_003,77.640275,12.916849,48.45,truck,13.74,582.11,380707230#2_0,0.00
559.0,bike_001,77.683043,12.930777,1.37,motorcycle,15.37,272.34,1214433052#4_0,0.00
559.0,bike_002,77.675823,12.925839,63.60,motorcycle,14.34,89.82,1146865108#11_1,0.00
559.0,bike_003,77.677857,12.930958,139.27,motorcycle,2.78,14.03,-25187665#1_0,0.00
559.0,bike_004,77.677816,12.931006,139.27,motorcycle,4.98,7.14,-25187665#1_0,0.00
559.0,bike_005,77.678185,12.930862,283.19,motorcycle,3.85,12.99,25187665#1_0,0.00
559.0,bus_001,77.674977,12.925419,62.28,bus,13.86,104.45,1146865108#5_1,0.00
559.0,bus_002,77.661701,12.921587,103.79,bus,13.62,727.73,377105485_1,0.00
559.0,bus_003,77.645295,12.922387,46.27,bus,13.72,41.41,377125912#6_0,0.00
559.0,car_001,77.686983,12.931940,46.61,car,15.53,61.07,693004202_1,0.00
559.0,car_002,77.680739,12.930121,77.96,car,16.27,15.44,1214433052#3_0,0.00
559.0,car_003,77.685318,12.931770,94.86,car,16.33,61.74,760109415#0_0,0.00
559.0,car_004,77.684115,12.931761,84.89,car,16.63,93.39,36962151#7_0,0.00
559.0,car_005,77.683034,12.930516,1.37,car,15.44,243.41,1214433052#4_0,0.00
559.0,car_006,77.678045,12.930882,277.61,car,4.23,28.36,25187665#1_0,0.00
559.0,car_007,77.677545,12.930046,83.21,car,16.07,4.16,:4447421339_7_0,0.00
559.0,car_008,77.678884,12.929958,159.81,car,15.54,57.63,1214433053_0,0.00
559.0,car_009,77.678678,12.930390,91.24,car,9.41,3.44,1214433053_0,0.00
559.0,car_010,77.677782,12.931077,307.35,car,2.30,0.10,:3141475567_9_0,0.00
559.0,truck_001,77.667390,12.921850,64.36,truck,13.71,136.82,230182006#0_0,0.00
559.0,truck_002,77.652656,12.924131,101.06,truck,12.68,563.11,379308034_0,0.00
559.0,truck_003,77.640368,12.916928,48.29,truck,13.40,595.51,380707230#2_0,0.00
560.0,bike_001,77.683048,12.930917,1.38,motorcycle,15.54,12.73,:3778310159_7_0,0.00
560.0,bike_002,77.675949,12.925898,63.60,motorcycle,15.23,105.05,1146865108#11_1,0.00
560.0,bike_003,77.677873,12.930939,139.27,motorcycle,2.79,16.83,-25187665#1_0,0.00
560.0,bike_004,77.677829,12.930990,139.27,motorcycle,2.21,9.35,-25187665#1_0,0.00
560.0,bike_005,77.678143,12.930868,277.61,motorcycle,4.65,17.64,25187665#1_0,0.00
560.0,bus_001,77.675086,12.925473,62.43,bus,13.32,0.23,1146865108#11_1,0.00
560.0,bus_002,77.661823,12.921556,103.79,bus,13.68,741.41,377105485_1,0.00
560.0,bus_003,77.645387,12.922471,46.27,bus,13.75,55.16,377125912#6_0,0.00
560.0,car_001,77.687095,12.932043,46.61,car,16.64,77.72,693004202_1,0.00
560.0,car_002,77.680887,12.930150,78.16,car,16.45,13.13,:13787553887_2_0,0.00
560.0,car_003,77.685466,12.931749,98.36,car,16.25,78.00,760109415#0_0,0.00
560.0,car_004,77.684259,12.931769,86.77,car,15.70,109.09,36962151#7_0,0.00
560.0,car_005,77.683039,12.930664,1.37,car,16.40,259.81,1214433052#4_0,0.00
560.0,car_006,77.678005,12.930890,280.89,car,4.48,32.83,25187665#1_0,0.00
560.0,car_007,77.677694,12.930064,80.76,car,16.29,6.16,-367594184#1_0,0.00
560.0,car_008,77.678934,12.929821,159.81,car,16.14,73.77,1214433053_0,0.00
560.0,car_009,77.678751,12.930326,139.66,car,10.92,14.35,1214433053_0,0.00
560.0,car_010,77.677776,12.931052,213.96,car,3.49,0.36,-25187665#1_0,0.00
560.0,truck_001,77.667504,12.921902,64.36,truck,13.64,150.46,230182006#0_0,0.00
560.0,truck_002,77.652774,12.924107,101.06,truck,13.08,576.19,379308034_0,0.00
560.0,truck_003,77.640462,12.917012,47.05,truck,13.74,609.25,380707230#2_0,0.00
561.0,bike_001,77.683054,12.931067,1.36,motorcycle,16.57,14.79,36962151#3_0,0.00
561.0,bike_002,77.676047,12.925945,63.60,motorcycle,11.81,116.86,1146865108#11_1,0.00
561.0,bike_003,77.677905,12.930909,123.91,motorcycle,4.87,21.70,-25187665#1_0,0.00
561.0,bike_004,77.677851,12.930964,139.27,motorcycle,3.79,13.13,-25187665#1_0,0.00
561.0,bike_005,77.678093,12.930875,277.61,motorcycle,5.38,23.02,25187665#1_0,0.00
561.0,bus_001,77.675199,12.925530,62.21,bus,13.76,13.98,1146865108#11_1,0.00
561.0,bus_002,77.661943,12.921526,103.79,bus,13.42,754.83,377105485_1,0.00
561.0,bus_003,77.645480,12.922557,46.27,bus,13.86,69.02,377125912#6_0,0.00
561.0,car_001,77.687222,12.932118,46.71,car,15.93,93.65,693004202_0,0.00
561.0,car_002,77.681029,12.930173,80.56,car,15.53,13.90,1214433052#4_0,0.00
561.0,car_003,77.685614,12.931725,98.82,car,16.26,94.26,760109415#0_0,0.00
561.0,car_004,77.684405,12.931775,87.92,car,15.83,124.92,36962151#7_0,0.00
561.0,car_005,77.683045,12.930810,1.37,car,16.15,0.81,:3778310159_7_0,0.00
561.0,car_006,77.677971,12.930908,297.06,car,4.12,36.95,25187665#1_0,0.00
561.0,car_007,77.677834,12.930085,80.76,car,15.37,21.53,-367594184#1_0,0.00
561.0,car_008,77.679062,12.929782,77.17,car,16.44,90.21,1214433053_0,0.00
561.0,car_009,77.678792,12.930212,159.81,car,13.40,27.76,1214433053_0,0.00
561.0,car_010,77.677798,12.931027,142.44,car,3.70,4.06,-25187665#1_0,0.00
561.0,truck_001,77.667616,12.921953,64.36,truck,13.46,163.92,230182006#0_0,0.00
561.0,truck_002,77.652888,12.924084,101.06,truck,12.67,588.86,379308034_0,0.00
561.0,truck_003,77.640557,12.917095,47.74,truck,13.76,623.01,380707230#2_0,0.00
562.0,bike_001,77.683058,12.931206,1.36,motorcycle,15.42,30.21,36962151#3_0,0.00
562.0,bike_002,77.676116,12.925978,63.60,motorcycle,8.37,125.23,1146865108#11_1,0.00
562.0,bike_003,77.677946,12.930888,117.05,motorcycle,5.01,26.71,-25187665#1_0,0.00
562.0,bike_004,77.677876,12.930935,139.27,motorcycle,4.22,17.35,-25187665#1_0,0.00
562.0,bike_005,77.678059,12.930880,277.61,motorcycle,3.82,26.84,25187665#1_0,0.00
562.0,bus_001,77.675312,12.925587,62.25,bus,13.80,27.79,1146865108#11_1,0.00
562.0,bus_002,77.662065,12.921495,103.79,bus,13.67,768.50,377105485_1,0.00
562.0,bus_003,77.645571,12.922641,46.27,bus,13.60,82.62,377125912#6_0,0.00
562.0,car_001,77.687332,12.932213,47.94,car,15.94,109.58,693004202_0,0.00
562.0,car_002,77.681179,12.930192,83.04,car,16.51,30.40,1214433052#4_0,0.00
562.0,car_003,77.685764,12.931700,100.12,car,16.45,110.71,760109415#0_0,0.00
562.0,car_004,77.684550,12.931779,87.92,car,15.76,140.68,36962151#7_0,0.00
562.0,car_005,77.683049,12.930949,1.37,car,15.44,1.74,36962151#3_0,0.00
562.0,car_006,77.677939,12.930924,297.06,car,3.90,40.85,25187665#1_0,0.00
562.0,car_007,77.677974,12.930112,72.54,car,15.62,37.15,-367594184#1_0,0.00
562.0,car_008,77.679201,12.929811,77.17,car,15.41,105.62,1214433053_0,0.00
562.0,car_009,77.678841,12.930078,159.81,car,15.77,43.53,1214433053_0,0.00
562.0,car_010,77.677823,12.930998,139.27,car,4.23,8.30,-25187665#1_0,0.00
562.0,truck_001,77.667730,12.922005,64.36,truck,13.71,177.63,230182006#0_0,0.00
562.0,truck_002,77.653005,12.924060,101.06,truck,13.04,601.90,379308034_0,0.00
562.0,truck_003,77.640655,12.917170,51.54,truck,13.44,636.46,380707230#2_0,0.00
563.0,bike_001,77.683064,12.931353,1.41,motorcycle,16.31,46.52,36962151#3_0,0.00
563.0,bike_002,77.676165,12.926001,63.11,motorcycle,5.86,4.11,:9830778271_9_0,0.00
563.0,bike_003,77.677978,12.930871,117.05,motorcycle,3.94,30.65,-25187665#1_0,0.00
563.0,bike_004,77.677897,12.930913,135.94,motorcycle,3.27,20.62,-25187665#1_0,0.00
563.0,bike_005,77.678019,12.930886,277.61,motorcycle,4.30,31.14,25187665#1_0,0.00
563.0,bus_001,77.675422,12.925642,62.25,bus,13.45,41.24,1146865108#11_1,0.00
563.0,bus_002,77.662189,12.921464,103.79,bus,13.86,782.36,377105485_1,0.00
563.0,bus_003,77.645664,12.922726,46.27,bus,13.83,96.45,377125912#6_0,0.00
563.0,car_001,77.687440,12.932307,47.94,car,15.70,125.28,693004202_0,0.00
563.0,car_002,77.681332,12.930208,83.04,car,16.63,47.04,1214433052#4_0,0.00
563.0,car_003,77.685904,12.931673,100.25,car,15.56,126.27,760109415#0_0,0.00
563.0,car_004,77.684693,12.931781,89.03,car,15.58,8.05,:429783966_9_0,0.00
563.0,car_005,77.683055,12.931093,1.36,car,16.00,17.74,36962151#3_0,0.00
563.0,car_006,77.677911,12.930939,298.40,car,3.52,44.37,25187665#1_0,0.00
563.0,car_007,77.678115,12.930162,69.73,car,16.26,53.41,-367594184#1_0,0.00
563.0,car_008,77.679342,12.929841,77.17,car,15.77,121.39,1214433053_0,0.00
563.0,car_009,77.678892,12.929937,159.81,car,16.63,60.16,1214433053_0,0.00
563.0,car_010,77.677844,12.930973,139.27,car,3.63,11.93,-25187665#1_0,0.00
