time,vehicle_id,longitude,latitude,angle,vehicle_type,speed_mps,position_on_lane,lane,slope
563.0,truck_001,77.667844,12.922058,64.28,truck,13.68,1.95,:11527430411_0_0,0.00
563.0,truck_002,77.653121,12.924037,101.12,truck,12.90,614.80,379308034_0,0.00
563.0,truck_003,77.640753,12.917245,51.54,truck,13.54,650.00,380707230#2_0,0.00
564.0,bike_001,77.683084,12.931481,42.55,motorcycle,14.86,61.38,36962151#3_0,0.00
564.0,bike_002,77.676227,12.926033,60.23,motorcycle,7.61,11.72,:9830778271_9_0,0.00
564.0,bike_003,77.678016,12.930857,101.88,motorcycle,4.45,35.09,-25187665#1_0,0.00
564.0,bike_004,77.677931,12.930896,117.05,motorcycle,4.20,24.82,-25187665#1_0,0.00
564.0,bike_005,77.677986,12.930900,297.06,motorcycle,4.01,35.15,25187665#1_0,0.00
564.0,bus_001,77.675535,12.925699,62.27,bus,13.81,55.05,1146865108#11_1,0.00
564.0,bus_002,77.662312,12.921433,103.97,bus,13.84,796.20,377105485_1,0.00
564.0,bus_003,77.645754,12.922809,46.27,bus,13.47,109.92,377125912#6_0,0.00
564.0,car_001,77.687552,12.932404,47.94,car,16.17,141.46,693004202_0,0.00
564.0,car_002,77.681483,12.930225,82.99,car,16.49,63.53,1214433052#4_0,0.00
564.0,car_003,77.686045,12.931647,100.25,car,15.61,141.88,760109415#0_0,0.00
564.0,car_004,77.684841,12.931780,90.18,car,16.04,9.89,760109415#0_0,0.00
564.0,car_005,77.683059,12.931234,1.36,car,15.60,33.33,36962151#3_0,0.00
564.0,car_006,77.677889,12.930965,316.87,car,3.72,48.10,25187665#1_0,0.00
564.0,car_007,77.678256,12.930219,65.74,car,16.60,70.01,-367594184#1_0,0.00
564.0,car_008,77.679487,12.929872,77.42,car,16.06,6.86,:7328379200_7_0,0.00
564.0,car_009,77.678942,12.929800,159.81,car,16.06,76.22,1214433053_0,0.00
564.0,car_010,77.677862,12.930952,139.27,car,3.05,14.98,-25187665#1_0,0.00
564.0,truck_001,77.667955,12.922111,63.59,truck,13.39,5.88,240652650#0_0,0.00
564.0,truck_002,77.653237,12.924013,101.23,truck,12.89,627.69,379308034_0,0.00
564.0,truck_003,77.640854,12.917322,51.44,truck,13.73,663.73,380707230#2_0,0.00
565.0,bike_001,77.683197,12.931560,62.29,motorcycle,15.18,3.29,:429783956_3_0,0.00
565.0,bike_002,77.676260,12.926090,8.78,motorcycle,7.83,4.04,:7097308434_3_0,0.00
565.0,bike_003,77.678057,12.930851,97.64,motorcycle,4.48,39.57,-25187665#1_0,0.00
565.0,bike_004,77.677969,12.930876,117.05,motorcycle,4.74,29.56,-25187665#1_0,0.00
565.0,bike_005,77.677952,12.930917,297.06,motorcycle,4.10,39.25,25187665#1_0,0.00
565.0,bus_001,77.675646,12.925755,62.33,bus,13.51,68.56,1146865108#11_1,0.00
565.0,bus_002,77.662430,12.921402,104.29,bus,13.30,809.50,377105485_1,0.00
565.0,bus_003,77.645847,12.922895,46.27,bus,13.87,123.79,377125912#6_0,0.00
565.0,car_001,77.687665,12.932492,52.11,car,15.70,157.15,693004202_0,0.00
565.0,car_002,77.681629,12.930241,82.99,car,15.99,79.52,1214433052#4_0,0.00
565.0,car_003,77.686185,12.931620,100.86,car,15.41,1.79,:961816867_6_0,0.00
565.0,car_004,77.684987,12.931778,90.18,car,15.88,25.77,760109415#0_0,0.00
565.0,car_005,77.683064,12.931374,1.41,car,15.45,48.78,36962151#3_0,0.00
565.0,car_006,77.677863,12.930996,319.28,car,4.45,52.55,25187665#1_0,0.00
565.0,car_007,77.678357,12.930267,60.61,car,12.10,82.10,-367594184#1_0,0.00
565.0,car_008,77.679632,12.929902,77.93,car,16.09,8.55,1214433052#1_0,0.00
565.0,car_009,77.679081,12.929786,77.17,car,16.13,92.35,1214433053_0,0.00
565.0,car_010,77.677891,12.930919,139.27,car,4.77,19.75,-25187665#1_0,0.00
565.0,truck_001,77.668067,12.922164,63.34,truck,13.49,19.37,240652650#0_0,0.00
565.0,truck_002,77.653353,12.923989,101.23,truck,12.97,640.66,379308034_0,0.00
565.0,truck_003,77.640953,12.917398,51.41,truck,13.69,4.07,:11892824102_0_0,0.00
566.0,bike_001,77.683338,12.931609,71.50,motorcycle,16.21,7.01,36962151#7_0,0.00
566.0,bike_002,77.676275,12.926186,8.41,motorcycle,10.75,6.47,543259514#1_0,0.00
566.0,bike_003,77.678082,12.930848,97.64,motorcycle,2.80,42.37,-25187665#1_0,0.00
566.0,bike_004,77.678002,12.930859,116.44,motorcycle,4.04,33.60,-25187665#1_0,0.00
566.0,bike_005,77.677914,12.930937,297.06,motorcycle,4.69,43.93,25187665#1_0,0.00
566.0,bus_001,77.675758,12.925808,63.60,bus,13.49,82.06,1146865108#11_1,0.00
566.0,bus_002,77.662551,12.921370,104.29,bus,13.58,823.08,377105485_1,0.00
566.0,bus_003,77.645939,12.922979,46.27,bus,13.76,137.55,377125912#6_0,0.00
566.0,car_001,77.687782,12.932584,46.58,car,16.30,173.45,693004202_0,0.00
566.0,car_002,77.681779,12.930258,82.99,car,16.42,95.94,1214433052#4_0,0.00
566.0,car_003,77.686307,12.931594,102.24,car,13.61,1.19,760109415#5_0,0.00
566.0,car_004,77.685137,12.931776,90.18,car,16.21,41.99,760109415#0_0,0.00
566.0,car_005,77.683106,12.931504,43.39,car,16.06,3.28,:12059211981_3_0,0.00
566.0,car_006,77.677842,12.931020,319.28,car,3.48,56.03,25187665#1_0,0.00
566.0,car_007,77.678416,12.930302,58.30,car,7.60,89.70,-367594184#1_0,0.00
566.0,car_008,77.679779,12.929931,77.97,car,16.29,24.84,1214433052#1_0,0.00
566.0,car_009,77.679229,12.929817,77.17,car,16.42,108.76,1214433053_0,0.00
566.0,car_010,77.677928,12.930897,118.97,car,4.67,24.42,-25187665#1_0,0.00
566.0,truck_001,77.668182,12.922219,63.34,truck,13.87,33.24,240652650#0_0,0.00
566.0,truck_002,77.653467,12.923966,101.23,truck,12.66,653.32,379308034_0,0.00
566.0,truck_003,77.641052,12.917474,51.42,truck,13.63,1.77,377125912#2_0,0.00
567.0,bike_001,77.683479,12.931654,71.48,motorcycle,16.16,23.17,36962151#7_0,0.00
567.0,bike_002,77.676295,12.926310,8.41,motorcycle,13.92,20.39,543259514#1_0,0.00
567.0,bike_003,77.678126,12.930842,97.64,motorcycle,4.80,47.17,-25187665#1_0,0.00
567.0,bike_004,77.678036,12.930854,97.64,motorcycle,3.68,37.28,-25187665#1_0,0.00
567.0,bike_005,77.677894,12.930960,319.28,motorcycle,3.41,47.34,25187665#1_0,0.00
567.0,bus_001,77.675870,12.925861,63.60,bus,13.55,95.60,1146865108#11_1,0.00
567.0,bus_002,77.662671,12.921339,104.29,bus,13.42,836.49,377105485_1,0.00
567.0,bus_003,77.646030,12.923062,46.27,bus,13.45,151.00,377125912#6_0,0.00
567.0,car_001,77.687892,12.932685,46.38,car,16.37,189.83,693004202_0,0.00
567.0,car_002,77.681928,12.930274,82.99,car,16.24,112.18,1214433052#4_0,0.00
567.0,car_003,77.686393,12.931572,103.51,car,9.65,10.84,760109415#5_0,0.00
567.0,car_004,77.685288,12.931774,90.18,car,16.47,58.45,760109415#0_0,0.00
567.0,car_005,77.683232,12.931574,66.22,car,15.82,7.41,:429783956_3_0,0.00
567.0,car_006,77.677819,12.931047,319.28,car,3.86,59.89,25187665#1_0,0.00
567.0,car_007,77.678441,12.930320,53.89,car,3.34,1.84,:4824673767_4_0,0.00
567.0,car_008,77.679919,12.929958,77.97,car,15.43,40.27,1214433052#1_0,0.00
567.0,car_009,77.679373,12.929848,77.17,car,16.08,124.84,1214433053_0,0.00
567.0,car_010,77.677961,12.930880,117.05,car,4.11,28.53,-25187665#1_0,0.00
567.0,truck_001,77.668293,12.922273,63.33,truck,13.45,46.69,240652650#0_0,0.00
567.0,truck_002,77.653583,12.923942,101.23,truck,12.86,666.18,379308034_0,0.00
567.0,truck_003,77.641145,12.917556,46.98,truck,13.61,15.38,377125912#2_0,0.00
568.0,bike_001,77.683607,12.931683,76.74,motorcycle,14.22,37.40,36962151#7_0,0.00
568.0,bike_002,77.676318,12.926449,8.41,motorcycle,15.62,36.01,543259514#1_0,0.00
568.0,bike_003,77.678168,12.930836,97.64,motorcycle,4.56,51.73,-25187665#1_0,0.00
568.0,bike_004,77.678072,12.930849,97.64,motorcycle,3.98,41.26,-25187665#1_0,0.00
568.0,bike_005,77.677869,12.930988,319.28,motorcycle,4.10,51.44,25187665#1_0,0.00
568.0,bus_001,77.675981,12.925914,63.60,bus,13.35,108.96,1146865108#11_1,0.00
568.0,bus_002,77.662791,12.921308,104.29,bus,13.55,850.04,377105485_1,0.00
568.0,bus_003,77.646121,12.923147,46.27,bus,13.65,164.66,377125912#6_0,0.00
568.0,car_001,77.687996,12.932781,46.36,car,15.50,205.32,693004202_0,0.00
568.0,car_002,77.682073,12.930290,82.99,car,15.89,128.06,1214433052#4_0,0.00
568.0,car_003,77.686443,12.931560,103.51,car,5.58,16.42,760109415#5_0,0.00
568.0,car_004,77.685438,12.931754,97.49,car,16.42,74.87,760109415#0_0,0.00
568.0,car_005,77.683368,12.931618,71.49,car,15.52,10.44,36962151#7_0,0.00
568.0,car_006,77.677802,12.931067,319.28,car,2.89,62.78,25187665#1_0,0.00
568.0,car_007,77.678461,12.930360,23.22,car,5.08,3.81,:4824673767_10_0,0.00
568.0,car_008,77.680060,12.929986,77.97,car,15.65,55.93,1214433052#1_0,0.00
568.0,car_009,77.679519,12.929879,77.42,car,16.20,10.46,:7328379200_7_0,0.00
568.0,car_010,77.677993,12.930864,117.05,car,3.90,32.43,-25187665#1_0,0.00
568.0,truck_001,77.668405,12.922326,63.32,truck,13.53,60.22,240652650#0_0,0.00
568.0,truck_002,77.653699,12.923918,101.23,truck,12.91,679.09,379308034_0,0.00
568.0,truck_003,77.641233,12.917644,43.92,truck,13.53,28.92,377125912#2_0,0.00
569.0,bike_001,77.683748,12.931715,76.74,motorcycle,15.74,53.14,36962151#7_0,0.00
569.0,bike_002,77.676340,12.926583,8.41,motorcycle,15.00,51.01,543259514#1_0,0.00
569.0,bike_003,77.678207,12.930827,103.17,motorcycle,4.39,56.12,-25187665#1_0,0.00
569.0,bike_004,77.678109,12.930844,97.64,motorcycle,4.01,45.27,-25187665#1_0,0.00
569.0,bike_005,77.677838,12.931024,319.28,motorcycle,5.22,56.66,25187665#1_0,0.00
569.0,bus_001,77.676084,12.925963,63.60,bus,12.43,121.38,1146865108#11_1,0.00
569.0,bus_002,77.662923,12.921304,103.84,bus,13.64,6.82,:1083500529_2_2,0.00
569.0,bus_003,77.646212,12.923228,46.73,bus,13.40,178.05,377125912#6_0,0.00
569.0,car_001,77.688101,12.932877,46.35,car,15.58,220.91,693004202_0,0.00
569.0,car_002,77.682224,12.930307,82.95,car,16.45,144.51,1214433052#4_0,0.00
569.0,car_003,77.686506,12.931552,93.56,car,6.93,3.18,:1694231590_3_0,0.00
569.0,car_004,77.685585,12.931730,98.82,car,16.15,91.02,760109415#0_0,0.00
569.0,car_005,77.683504,12.931661,72.57,car,15.50,25.94,36962151#7_0,0.00
569.0,car_006,77.677782,12.931077,306.36,car,2.63,0.17,:3141475567_9_0,0.00
569.0,car_007,77.678458,12.930419,352.07,car,6.62,10.43,:4824673767_10_0,0.00
569.0,car_008,77.680201,12.930014,77.97,car,15.68,71.60,1214433052#1_0,0.00
569.0,car_009,77.679667,12.929908,77.97,car,16.33,12.39,1214433052#1_0,0.00
569.0,car_010,77.678026,12.930856,105.84,car,3.70,36.13,-25187665#1_0,0.00
569.0,truck_001,77.668516,12.922380,63.32,truck,13.47,73.69,240652650#0_0,0.00
569.0,truck_002,77.653815,12.923894,101.23,truck,12.96,692.06,379308034_0,0.00
569.0,truck_003,77.641321,12.917731,43.92,truck,13.59,42.50,377125912#2_0,0.00
570.0,bike_001,77.683894,12.931744,84.89,motorcycle,16.16,69.29,36962151#7_0,0.00
570.0,bike_002,77.676361,12.926712,9.00,motorcycle,14.44,3.29,:cluster_12145839287_3868740751_9_0,0.00
570.0,bike_003,77.678231,12.930821,103.17,motorcycle,2.70,58.82,-25187665#1_0,0.00
570.0,bike_004,77.678147,12.930839,97.64,motorcycle,4.21,49.49,-25187665#1_0,0.00
570.0,bike_005,77.677824,12.931041,319.28,motorcycle,2.44,59.09,25187665#1_0,0.00
570.0,bus_001,77.676162,12.926000,63.44,bus,9.43,3.83,:9830778271_9_0,0.00
570.0,bus_002,77.663042,12.921276,102.71,bus,13.70,10.23,1303669679_2,0.00
570.0,bus_003,77.646305,12.923312,47.19,bus,13.75,191.80,377125912#6_0,0.00
570.0,car_001,77.688213,12.932979,46.35,car,16.54,237.44,693004202_0,0.00
570.0,car_002,77.682368,12.930323,82.99,car,15.81,160.32,1214433052#4_0,0.00
570.0,car_003,77.686579,12.931593,53.21,car,9.32,2.69,693004202_1,0.00
570.0,car_004,77.685725,12.931707,98.82,car,15.48,106.51,760109415#0_0,0.00
570.0,car_005,77.683649,12.931693,76.74,car,16.13,42.07,36962151#7_0,0.00
570.0,car_006,77.677773,12.931058,237.01,car,2.74,2.91,:3141475567_9_0,0.00
570.0,car_007,77.678445,12.930473,346.07,car,6.06,6.06,-490290342_0,0.00
570.0,car_008,77.680343,12.930043,77.97,car,15.70,87.30,1214433052#1_0,0.00
570.0,car_009,77.679810,12.929937,77.97,car,15.89,28.28,1214433052#1_0,0.00
570.0,car_010,77.678060,12.930851,97.64,car,3.79,39.92,-25187665#1_0,0.00
570.0,truck_001,77.668630,12.922435,63.32,truck,13.79,87.48,240652650#0_0,0.00
570.0,truck_002,77.653933,12.923870,101.23,truck,13.05,705.11,379308034_0,0.00
570.0,truck_003,77.641408,12.917818,43.92,truck,13.46,55.96,377125912#2_0,0.00
571.0,bike_001,77.684032,12.931755,84.89,motorcycle,15.04,84.34,36962151#7_0,0.00
571.0,bike_002,77.676382,12.926835,9.00,motorcycle,13.83,17.11,:cluster_12145839287_3868740751_9_0,0.00
571.0,bike_003,77.678277,12.930810,103.17,motorcycle,5.12,63.94,-25187665#1_0,0.00
571.0,bike_004,77.678184,12.930832,100.41,motorcycle,4.09,53.58,-25187665#1_0,0.00
571.0,bike_005,77.677804,12.931064,319.28,motorcycle,3.31,62.40,25187665#1_0,0.00
571.0,bus_001,77.676238,12.926040,61.53,bus,9.32,13.15,:9830778271_9_0,0.00
571.0,bus_002,77.663163,12.921248,102.74,bus,13.47,23.70,1303669679_2,0.00
571.0,bus_003,77.646397,12.923394,47.19,bus,13.52,205.32,377125912#6_0,0.00
571.0,car_001,77.688318,12.933075,46.35,car,15.65,253.09,693004202_0,0.00
571.0,car_002,77.682514,12.930339,82.99,car,15.86,176.18,1214433052#4_0,0.00
571.0,car_003,77.686662,12.931656,51.56,car,11.41,14.10,693004202_1,0.00
571.0,car_004,77.685869,12.931680,100.25,car,15.90,122.41,760109415#0_0,0.00
571.0,car_005,77.683795,12.931725,76.74,car,16.26,58.33,36962151#7_0,0.00
571.0,car_006,77.677788,12.931038,157.83,car,2.80,2.48,-25187665#1_0,0.00
571.0,car_007,77.678428,12.930541,346.07,car,7.77,13.82,-490290342_0,0.00
571.0,car_008,77.680487,12.930071,77.97,car,16.00,0.11,:12956054087_3_0,0.00
571.0,car_009,77.679954,12.929966,77.97,car,15.97,44.24,1214433052#1_0,0.00
571.0,car_010,77.678102,12.930845,97.64,car,4.59,44.51,-25187665#1_0,0.00
571.0,truck_001,77.668742,12.922488,63.31,truck,13.77,3.57,240652650#0-AddedOffRampEdge_1,0.00
571.0,truck_002,77.654047,12.923847,101.23,truck,12.73,717.84,379308034_0,0.00
571.0,truck_003,77.641495,12.917905,43.92,truck,13.40,69.37,377125912#2_0,0.00
572.0,bike_001,77.684185,12.931766,86.53,motorcycle,16.66,100.99,36962151#7_0,0.00
572.0,bike_002,77.676408,12.926970,10.46,motorcycle,15.18,11.26,543259514#3_0,0.00
572.0,bike_003,77.678305,12.930801,110.55,motorcycle,3.16,1.27,:1387622103_6_0,0.00
572.0,bike_004,77.678230,12.930821,103.17,motorcycle,5.08,58.66,-25187665#1_0,0.00
572.0,bike_005,77.677782,12.931077,291.78,motorcycle,2.93,0.10,:3141475567_9_0,0.00
572.0,bus_001,77.676264,12.926116,27.26,bus,9.28,6.92,:7097308434_3_0,0.00
572.0,bus_002,77.663286,12.921220,102.80,bus,13.72,37.42,1303669679_2,0.00
572.0,bus_003,77.646494,12.923473,49.74,bus,13.69,219.01,377125912#6_0,0.00
572.0,car_001,77.688426,12.933174,46.35,car,16.04,269.14,693004202_0,0.00
572.0,car_002,77.682656,12.930354,82.99,car,15.56,191.74,1214433052#4_0,0.00
572.0,car_003,77.686758,12.931737,46.61,car,13.74,27.85,693004202_1,0.00
572.0,car_004,77.686015,12.931653,100.25,car,16.12,138.53,760109415#0_0,0.00
572.0,car_005,77.683931,12.931747,84.89,car,15.02,73.35,36962151#7_0,0.00
572.0,car_006,77.677809,12.931014,139.27,car,3.46,5.94,-25187665#1_0,0.00
572.0,car_007,77.678409,12.930622,346.07,car,9.24,23.06,-490290342_0,0.00
572.0,car_008,77.680636,12.930101,77.86,car,16.43,4.00,1214433052#3_0,0.00
572.0,car_009,77.680096,12.929994,77.97,car,15.65,59.89,1214433052#1_0,0.00
572.0,car_010,77.678141,12.930839,97.64,car,4.30,48.81,-25187665#1_0,0.00
572.0,truck_001,77.668855,12.922543,63.33,truck,13.70,17.27,240652650#0-AddedOffRampEdge_1,0.00
572.0,truck_002,77.654160,12.923821,102.41,truck,12.65,730.48,379308034_0,0.00
572.0,truck_003,77.641583,12.917993,43.92,truck,13.63,83.00,377125912#2_0,0.00
573.0,bike_001,77.684328,12.931772,86.77,motorcycle,15.57,116.56,36962151#7_0,0.00
573.0,bike_002,77.676432,12.927102,9.28,motorcycle,14.86,9.86,:3141452122_9_0,0.00
573.0,bike_003,77.678335,12.930771,143.50,motorcycle,4.83,6.10,:1387622103_6_0,0.00
573.0,bike_004,77.678257,12.930815,103.17,motorcycle,2.98,61.64,-25187665#1_0,0.00
573.0,bike_005,77.677773,12.931061,200.44,motorcycle,2.42,2.52,:3141475567_9_0,0.00
573.0,bus_001,77.676279,12.926208,8.50,bus,10.36,8.96,543259514#1_0,0.00
573.0,bus_002,77.663406,12.921192,102.80,bus,13.37,50.79,1303669679_2,0.00
573.0,bus_003,77.646590,12.923551,49.74,bus,13.63,232.64,377125912#6_0,0.00
573.0,car_001,77.688531,12.933271,46.35,car,15.61,284.75,693004202_0,0.00
573.0,car_002,77.682804,12.930371,82.99,car,16.19,207.93,1214433052#4_0,0.00
573.0,car_003,77.686868,12.931836,46.61,car,16.22,44.06,693004202_1,0.00
573.0,car_004,77.686162,12.931625,100.25,car,16.25,154.78,760109415#0_0,0.00
573.0,car_005,77.684077,12.931758,84.89,car,15.92,89.27,36962151#7_0,0.00
573.0,car_006,77.677833,12.930986,139.27,car,4.04,9.98,-25187665#1_0,0.00
573.0,car_007,77.678387,12.930712,346.07,car,10.24,33.30,-490290342_0,0.00
573.0,car_008,77.680784,12.930130,78.08,car,16.42,1.66,:13787553887_2_0,0.00
573.0,car_009,77.680241,12.930022,77.97,car,16.12,76.02,1214433052#1_0,0.00
573.0,car_010,77.678182,12.930833,98.54,car,4.50,53.31,-25187665#1_0,0.00
573.0,truck_001,77.668969,12.922597,63.33,truck,13.77,31.04,240652650#0-AddedOffRampEdge_1,0.00
573.0,truck_002,77.654275,12.923793,103.31,truck,12.85,743.33,379308034_0,0.00
573.0,truck_003,77.641669,12.918083,42.23,truck,13.57,96.57,377125912#2_0,0.00
574.0,bike_001,77.684478,12.931777,87.92,motorcycle,16.29,132.85,36962151#7_0,0.00
574.0,bike_002,77.676455,12.927238,10.08,motorcycle,15.21,2.50,:cluster_3141452121_3141473146_9_0,0.00
574.0,bike_003,77.678357,12.930709,164.94,motorcycle,7.33,0.94,490290343_0,0.00
574.0,bike_004,77.678308,12.930800,112.69,motorcycle,5.82,1.64,:1387622103_6_0,0.00
574.0,bike_005,77.677781,12.931046,151.52,motorcycle,1.98,1.27,-25187665#1_0,0.00
574.0,bus_001,77.676295,12.926309,8.41,bus,11.34,20.30,543259514#1_0,0.00
574.0,bus_002,77.663527,12.921163,102.80,bus,13.47,64.27,1303669679_2,0.00
574.0,bus_003,77.646688,12.923629,50.64,bus,13.71,246.35,377125912#6_0,0.00
574.0,car_001,77.688638,12.933368,46.35,car,15.85,300.61,693004202_0,0.00
574.0,car_002,77.682954,12.930387,82.99,car,16.41,224.34,1214433052#4_0,0.00
574.0,car_003,77.686977,12.931935,46.61,car,16.10,60.16,693004202_1,0.00
574.0,car_004,77.686301,12.931595,101.98,car,15.46,0.52,760109415#5_0,0.00
574.0,car_005,77.684223,12.931768,86.77,car,15.93,105.19,36962151#7_0,0.00
574.0,car_006,77.677860,12.930955,139.27,car,4.53,14.51,-25187665#1_0,0.00
574.0,car_007,77.678367,12.930773,340.37,car,7.14,5.86,:1387622103_4_0,0.00
574.0,car_008,77.680932,12.930158,79.55,car,16.36,3.25,1214433052#4_0,0.00
574.0,car_009,77.680380,12.930050,77.97,car,15.38,91.40,1214433052#1_0,0.00
574.0,car_010,77.678215,12.930825,103.10,car,3.71,57.02,-25187665#1_0,0.00
574.0,truck_001,77.669081,12.922651,63.33,truck,13.55,44.59,240652650#0-AddedOffRampEdge_1,0.00
574.0,truck_002,77.654388,12.923766,103.11,truck,12.61,1.66,:1645178612_2_0,0.00
574.0,truck_003,77.641755,12.918176,41.91,truck,13.87,110.44,377125912#2_0,0.00
575.0,bike_001,77.684609,12.931780,87.92,motorcycle,14.24,147.09,36962151#7_0,0.00
575.0,bike_002,77.676479,12.927360,10.08,motorcycle,13.78,16.28,:cluster_3141452121_3141473146_9_0,0.00
575.0,bike_003,77.678377,12.930629,166.04,motorcycle,9.10,10.04,490290343_0,0.00
575.0,bike_004,77.678346,12.930749,154.48,motorcycle,7.23,8.87,:1387622103_6_0,0.00
575.0,bike_005,77.677807,12.931016,139.27,motorcycle,4.36,5.63,-25187665#1_0,0.00
575.0,bus_001,77.676313,12.926418,8.41,bus,12.16,32.46,543259514#1_0,0.00
575.0,bus_002,77.663650,12.921132,104.01,bus,13.72,1.83,377105483#0_2,0.00
575.0,bus_003,77.646792,12.923692,57.77,bus,13.34,259.68,377125912#6_0,0.00
575.0,car_001,77.688748,12.933469,46.35,car,16.34,316.95,693004202_0,0.00
575.0,car_002,77.683033,12.930492,13.39,car,16.47,240.81,1214433052#4_0,0.00
575.0,car_003,77.687087,12.932035,46.61,car,16.34,76.50,693004202_1,0.00
575.0,car_004,77.686399,12.931571,103.51,car,10.96,11.48,760109415#5_0,0.00
575.0,car_005,77.684365,12.931774,86.83,car,15.42,120.61,36962151#7_0,0.00
575.0,car_006,77.677880,12.930931,139.27,car,3.48,18.00,-25187665#1_0,0.00
575.0,car_007,77.678321,12.930826,308.99,car,7.89,13.74,:1387622103_4_0,0.00
575.0,car_008,77.681075,12.930180,80.56,car,15.74,18.99,1214433052#4_0,0.00
575.0,car_009,77.680520,12.930078,77.98,car,15.55,3.76,:12956054087_3_0,0.00
575.0,car_010,77.678261,12.930814,103.17,car,5.14,62.16,-25187665#1_0,0.00
575.0,truck_001,77.669195,12.922706,63.33,truck,13.81,58.40,240652650#0-AddedOffRampEdge_1,0.00
575.0,truck_002,77.654511,12.923742,100.56,truck,13.58,12.49,377105485-AddedOnRampEdge_2,0.00
575.0,truck_003,77.641839,12.918266,41.44,truck,13.49,123.94,377125912#2_0,0.00
576.0,bike_001,77.684751,12.931781,89.06,motorcycle,15.39,0.06,760109415#0_0,0.00
576.0,bike_002,77.676502,12.927481,10.08,motorcycle,13.64,29.92,:cluster_3141452121_3141473146_9_0,0.00
576.0,bike_003,77.678399,12.930538,166.04,motorcycle,10.42,20.46,490290343_0,0.00
576.0,bike_004,77.678366,12.930673,166.04,motorcycle,8.62,5.00,490290343_0,0.00
576.0,bike_005,77.677835,12.930983,139.27,motorcycle,4.74,10.36,-25187665#1_0,0.00
576.0,bus_001,77.676332,12.926536,8.41,bus,13.24,45.71,543259514#1_0,0.00
576.0,bus_002,77.663771,12.921099,105.20,bus,13.62,15.45,377105483#0_2,0.00
576.0,bus_003,77.646897,12.923755,57.77,bus,13.32,273.00,377125912#6_0,0.00
576.0,car_001,77.688853,12.933565,46.35,car,15.57,332.52,693004202_0,0.00
576.0,car_002,77.683039,12.930641,1.37,car,16.49,257.30,1214433052#4_0,0.00
576.0,car_003,77.687212,12.932109,46.62,car,15.69,92.19,693004202_0,0.00
576.0,car_004,77.686457,12.931557,103.51,car,6.46,17.94,760109415#5_0,0.00
576.0,car_005,77.684506,12.931778,87.92,car,15.29,135.90,36962151#7_0,0.00
576.0,car_006,77.677909,12.930907,129.97,car,4.21,22.21,-25187665#1_0,0.00
576.0,car_007,77.678285,12.930838,289.52,car,4.06,1.73,25187665#1_0,0.00
576.0,car_008,77.681216,12.930196,83.04,car,15.42,34.41,1214433052#4_0,0.00
576.0,car_009,77.680666,12.930107,77.92,car,16.09,7.32,1214433052#3_0,0.00
576.0,car_010,77.678310,12.930799,108.11,car,5.58,1.91,:1387622103_6_0,0.00
576.0,truck_001,77.669307,12.922759,63.33,truck,13.50,71.89,240652650#0-AddedOffRampEdge_1,0.00
576.0,truck_002,77.654636,12.923718,100.56,truck,13.75,26.25,377105485-AddedOnRampEdge_2,0.00
